iteration,epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,1,52.38095238095239,2.581179648614094,44.44444444444444,2.0518376076107763
1,2,52.38095238095239,1.7355491708782431,44.44444444444444,1.142582408757533
1,3,52.38095238095239,0.972266383957285,44.44444444444444,0.5808968005660682
1,4,52.38095238095239,0.5210900426173248,100.0,0.4598298496825137
1,5,100.0,0.44343938323652016,100.0,0.43730459777701447
1,6,100.0,0.4208560286790022,100.0,0.4164366439866743
1,7,100.0,0.4001184342077257,100.0,0.3972393397563003
1,8,100.0,0.3810415150892463,100.0,0.37952997250929266
1,9,100.0,0.3634602265662628,100.0,0.3631631519796039
1,10,100.0,0.34722724547517425,100.0,0.34800829577323644
1,11,100.0,0.33221122406232384,100.0,0.33394925536145065
1,12,100.0,0.3182951322897553,100.0,0.3208826373679532
1,13,100.0,0.3053747078052076,100.0,0.3087163446139049
1,14,100.0,0.293357033105171,100.0,0.2973682663996333
1,15,100.0,0.2821592464097047,100.0,0.28676511243554104
1,16,100.0,0.27170738483534956,100.0,0.2768413800226157
1,17,100.0,0.26193535358215836,100.0,0.26753844267387183
1,18,100.0,0.25278401212736107,100.0,0.2588037480076213
1,19,100.0,0.2442003671399553,100.0,0.250590113046106
1,20,100.0,0.23613686149400823,100.0,0.2428551057450494
1,21,100.0,0.2285507490099186,100.0,0.2355605024764246
1,22,100.0,0.22140354514917557,100.0,0.22867181216694732
1,23,100.0,0.21466054466588874,100.0,0.22215785878158045
1,24,100.0,0.208290398070636,100.0,0.2159904147882412
1,25,100.0,0.2022647396213273,100.0,0.21014387912093596
1,26,100.0,0.19655786038095838,100.0,0.20459499396123698
1,27,100.0,0.19114642065050744,100.0,0.19932259537847638
1,28,100.0,0.18600919678576483,100.0,0.1943073935087435
1,29,100.0,0.1811268580361302,100.0,0.18953177851625094
1,30,100.0,0.17648176960253603,100.0,0.1849796490740626
1,31,100.0,0.17205781860455233,100.0,0.18063626053137535
1,32,100.0,0.1678402600786948,100.0,0.17648809030843013
1,33,100.0,0.1638155805069014,100.0,0.17252271838433292
1,34,100.0,0.15997137670203743,100.0,0.16872872102375266
1,35,100.0,0.15629624816186966,100.0,0.16509557613123851
1,36,100.0,0.1527797012495797,100.0,0.16161357883176655
1,37,100.0,0.14941206377239546,100.0,0.15827376605752225
1,38,100.0,0.14618440871468324,100.0,0.15506784907772808
1,39,100.0,0.1430884860416905,100.0,0.15198815304392452
1,40,100.0,0.140116661628452,100.0,0.14902756274044052
1,41,100.0,0.1372618624881029,100.0,0.14617947383138363
1,42,100.0,0.13451752757755372,100.0,0.14343774898352446
1,43,100.0,0.13187756354836871,100.0,0.14079667832083098
1,44,100.0,0.12933630488867479,100.0,0.13825094373273497
1,45,100.0,0.1268884779696426,100.0,0.1357955866158798
1,46,100.0,0.12452916856895072,100.0,0.13342597867929273
1,47,100.0,0.12225379249486797,100.0,0.13113779548666862
1,48,100.0,0.12005806897923003,100.0,0.12892699244762437
1,49,100.0,0.11793799654651822,100.0,0.126789783003135
1,50,100.0,0.11588983110026471,100.0,0.12472261877954183
1,51,100.0,0.11391006599774918,100.0,0.12272217151108464
1,52,100.0,0.11199541391000119,100.0,0.12078531655333569
1,53,100.0,0.11014279028696503,100.0,0.11890911782960537
1,54,100.0,0.10834929826773348,100.0,0.11709081406971955
1,55,100.0,0.10661221489339483,100.0,0.11532780621582132
1,56,100.0,0.1049289784955534,100.0,0.1136176458833105
1,57,100.0,0.10329717714727138,100.0,0.11195802477691243
1,58,100.0,0.10171453807525335,100.0,0.11034676497238029
1,59,100.0,0.10017891794277216,100.0,0.10878180998363166
1,60,100.0,0.09868829392227907,100.0,0.10726121654337288
1,61,100.0,0.09724075548501286,100.0,0.10578314703257968
1,62,100.0,0.09583449684234764,100.0,0.1043458625007139
1,63,100.0,0.09446780998021898,100.0,0.10294771622434072
1,64,100.0,0.0931390782338329,100.0,0.10158714775697347
1,65,100.0,0.09184677035509102,100.0,0.10026267742757072
1,66,100.0,0.09058943502982267,100.0,0.09897290124922206
1,67,100.0,0.08936569580607497,100.0,0.09771648620323348
1,68,100.0,0.08817424639842998,100.0,0.09649216586711101
1,69,100.0,0.08701384633664323,100.0,0.0952987363578911
1,70,100.0,0.08588331692987941,100.0,0.09413505256491081
1,71,100.0,0.08478153752049179,100.0,0.09300002464848534
1,72,100.0,0.083707442003693,100.0,0.09189261478309922
1,73,100.0,0.08266001559162046,100.0,0.09081183412563874
1,74,100.0,0.08163829180223978,100.0,0.08975673999092681
1,75,100.0,0.08064134965527957,100.0,0.08872643321838439
1,76,100.0,0.07966831105896414,100.0,0.08772005571505502
1,77,100.0,0.07871833837273541,100.0,0.08673678816150387
1,78,100.0,0.07779063213244,100.0,0.08577584786825744
1,79,100.0,0.07688442892561949,100.0,0.08483648677149691
1,80,100.0,0.07599899940559478,100.0,0.08391798955766365
1,81,100.0,0.0751336464339894,100.0,0.08301967190749712
1,82,100.0,0.07428770334220047,100.0,0.08214087885080704
1,83,100.0,0.07346053230311303,100.0,0.08128098322398986
1,84,100.0,0.07265152280506604,100.0,0.08043938422294757
1,85,100.0,0.07186009022072716,100.0,0.07961550604465467
1,86,100.0,0.07108567446412577,100.0,0.07880879661115532
1,87,100.0,0.07032773872963108,100.0,0.07801872637026247
1,88,100.0,0.06958576830715299,100.0,0.0772447871676771
1,89,100.0,0.06885926946829256,100.0,0.07648649118565465
1,90,100.0,0.06814776841857736,100.0,0.07574336994371766
1,91,100.0,0.0674508103112917,100.0,0.07501497335725793
1,92,100.0,0.06676795831875448,100.0,0.07430086885018192
1,93,100.0,0.0660987927572098,100.0,0.073600640518041
1,94,100.0,0.0654429102617847,100.0,0.07291388833835305
1,95,100.0,0.0647999230082301,100.0,0.07224022742506074
1,96,100.0,0.06416945797840372,100.0,0.07157928732429597
1,97,100.0,0.06355115626667612,100.0,0.0709307113488244
1,98,100.0,0.06294467242464537,100.0,0.07029415594872938
1,99,100.0,0.06234967384173214,100.0,0.06966929011607116
1,100,100.0,0.06176584015940195,100.0,0.06905579482141373
2,1,52.38095238095239,2.348733522182217,44.44444444444444,1.7905329790676123
2,2,52.38095238095239,1.5167172481869737,44.44444444444444,0.9570222274898281
2,3,52.38095238095239,0.8247171526456166,44.44444444444444,0.5742469479495846
2,4,57.14285714285714,0.5390059942972156,100.0,0.5191261235826279
2,5,100.0,0.5024864732523013,100.0,0.4936449512443558
2,6,100.0,0.4749697447049848,100.0,0.4679903126242203
2,7,100.0,0.4498770820912307,100.0,0.4447891773929653
2,8,100.0,0.4268766467133494,100.0,0.4234327928262065
2,9,100.0,0.4057569936220757,100.0,0.4037765455015506
2,10,100.0,0.38633040176321387,100.0,0.38564778190844057
2,11,100.0,0.3684288316973587,100.0,0.3688965538908851
2,12,100.0,0.3519021926753697,100.0,0.35338903782182246
2,13,100.0,0.3366166109855969,100.0,0.33900609153471045
2,14,100.0,0.3224527639025202,100.0,0.3256416096909551
2,15,100.0,0.309304316716607,100.0,0.31320104490797496
2,16,100.0,0.297076484199612,100.0,0.3016000776894313
2,17,100.0,0.28568472462653927,100.0,0.2907634295732191
2,18,100.0,0.27505356597881103,100.0,0.2806238099543175
2,19,100.0,0.26511555870048964,100.0,0.27112098530536916
2,20,100.0,0.25581034638928823,100.0,0.2622009589325266
2,21,100.0,0.24708384434397787,100.0,0.2538152495513496
2,22,100.0,0.23888751543200182,100.0,0.24592025755484728
2,23,100.0,0.23117773291399193,100.0,0.238476708674209
2,24,100.0,0.22391522040928227,100.0,0.2314491656704608
2,25,100.0,0.2170645599356698,100.0,0.22480559965751634
2,26,100.0,0.2105937597940471,100.0,0.21851701359171294
2,27,100.0,0.20447387492178445,100.0,0.2125571113398962
2,28,100.0,0.19867867316379895,100.0,0.20690200654204793
2,29,100.0,0.1931843416820457,100.0,0.20152996620946462
2,30,100.0,0.18796922843017388,100.0,0.1964211846456398
2,31,100.0,0.1830136142558344,100.0,0.19155758384788293
2,32,100.0,0.17829951175913022,100.0,0.1869226370488439
2,33,100.0,0.17381048753543182,100.0,0.18250121249494478
2,34,100.0,0.16953150486930005,100.0,0.17827943493989323
2,35,100.0,0.16544878432931087,100.0,0.17424456266247187
2,36,100.0,0.16154968004707315,100.0,0.1703848781047479
2,37,100.0,0.15782256975339828,100.0,0.16668959047530904
2,38,100.0,0.15425675689575472,100.0,0.16314874887712086
2,39,100.0,0.15084238337872174,100.0,0.15975316470557208
2,40,100.0,0.14757035165751303,100.0,0.15649434222315478
2,41,100.0,0.14443225507767318,100.0,0.1533644163564282
2,42,100.0,0.14142031549517048,100.0,0.15035609688143386
2,43,100.0,0.13852732733330309,100.0,0.14746261826813217
2,44,100.0,0.13574660733870314,100.0,0.14467769454494908
2,45,100.0,0.1330719493905057,100.0,0.1419954786230732
2,46,100.0,0.13049758379638934,100.0,0.13941052558838268
2,47,100.0,0.128018140578362,100.0,0.13691775952822083
2,48,100.0,0.12562861631130348,100.0,0.13451244351190594
2,49,100.0,0.1233243441296167,100.0,0.13219015238889487
2,50,100.0,0.12110096656294767,100.0,0.12994674810782558
2,51,100.0,0.11895441090172727,100.0,0.12777835729401044
2,52,100.0,0.11688086682804658,100.0,0.12568135085300602
2,53,100.0,0.11487676607777664,100.0,0.1236523253942157
2,54,100.0,0.11293876392647147,100.0,0.12168808629158076
2,55,100.0,0.11106372231493589,100.0,0.11978563221870796
2,56,100.0,0.10924869445084281,100.0,0.11794214101362926
2,57,100.0,0.1074909107408063,100.0,0.11615495674411028
2,58,100.0,0.1057877659231844,100.0,0.11442157785828828
2,59,100.0,0.10413680728587318,100.0,0.1127396463176623
2,60,100.0,0.10253572386569963,100.0,0.11110693762028565
2,61,100.0,0.10098233653693264,100.0,0.10952135163159323
2,62,100.0,0.09947458890608761,100.0,0.10798090414879517
2,63,100.0,0.0980105389387577,100.0,0.10648371913230714
2,64,100.0,0.09658835125179516,100.0,0.10502802154439371
2,65,100.0,0.09520629001091072,100.0,0.10361213074116185
2,66,100.0,0.09386271237975666,100.0,0.10223445436935792
2,67,100.0,0.09255606247190115,100.0,0.10089348272415886
2,68,100.0,0.09128486576186362,100.0,0.09958778352838285
2,69,100.0,0.09004772391563229,100.0,0.09831599709732727
2,70,100.0,0.08884331000488373,100.0,0.09707683185683151
2,71,100.0,0.08767036407252579,100.0,0.09586906018519516
2,72,100.0,0.08652768902022774,100.0,0.09469151455230868
2,73,100.0,0.08541414679133544,100.0,0.09354308393179708
2,74,100.0,0.08432865482501811,100.0,0.09242271046417803
2,75,100.0,0.08327018275969943,100.0,0.09132938635101594
2,76,100.0,0.08223774936580737,100.0,0.09026215096183521
2,77,100.0,0.08123041968966216,100.0,0.08922008813716725
2,78,100.0,0.08024730239193352,100.0,0.08820232367255643
2,79,100.0,0.07928754726555017,100.0,0.08720802296966476
2,80,100.0,0.07835034291925805,100.0,0.08623638884180185
2,81,100.0,0.07743491461421204,100.0,0.08528665946228275
2,82,100.0,0.07654052224205836,100.0,0.08435810644499163
2,83,100.0,0.07566645843394221,100.0,0.08345003304741291
2,84,100.0,0.07481204679075557,100.0,0.08256177248719695
2,85,100.0,0.07397664022574389,100.0,0.08169268636405498
2,86,100.0,0.07315961941131903,100.0,0.08084216317944516
2,87,100.0,0.07236039132258737,100.0,0.08000961694711407
2,88,100.0,0.07157838787070701,100.0,0.07919448588811218
2,89,100.0,0.07081306461973644,100.0,0.07839623120440208
2,90,100.0,0.07006389958113901,100.0,0.07761433592563954
2,91,100.0,0.06933039208056488,100.0,0.07684830382412616
2,92,100.0,0.06861206169194921,100.0,0.07609765839331604
2,93,100.0,0.06790844723434945,100.0,0.07536194188561045
2,94,100.0,0.06721910582729126,100.0,0.0746407144054959
2,95,100.0,0.06654361200071486,100.0,0.07393355305437613
2,96,100.0,0.06588155685590578,100.0,0.07324005112371768
2,97,100.0,0.06523254727406329,100.0,0.07255981733337949
2,98,100.0,0.06459620516940622,100.0,0.07189247511222213
2,99,100.0,0.06397216678394291,100.0,0.0712376619183047
2,100,100.0,0.06336008202124026,100.0,0.07059502859616798
3,1,52.38095238095239,2.3349631165116995,44.44444444444444,1.7733683734864203
3,2,52.38095238095239,1.4990424551636143,44.44444444444444,0.9175488245900573
3,3,52.38095238095239,0.7817873645256402,66.66666666666666,0.4678182614410228
3,4,66.66666666666666,0.4231977488795406,100.0,0.38589841573090955
3,5,100.0,0.3707895177109531,100.0,0.36761156187260846
3,6,100.0,0.35396975805637304,100.0,0.35205902630867913
3,7,100.0,0.3384895348328609,100.0,0.33762542175855137
3,8,100.0,0.3241512561248652,100.0,0.32422008929701485
3,9,100.0,0.31084623771025105,100.0,0.311747135459957
3,10,100.0,0.2984776327895464,100.0,0.30012100542386455
3,11,100.0,0.28695908936367925,100.0,0.28926536085269144
3,12,100.0,0.2762135471873079,100.0,0.2791120037912243
3,13,100.0,0.26617216367883867,100.0,0.26959992401489047
3,14,100.0,0.2567733604063713,100.0,0.26067445982770093
3,15,100.0,0.2479619800697797,100.0,0.2522865603512765
3,16,100.0,0.23968854332055778,100.0,0.24439213785304562
3,17,100.0,0.23190859486829418,100.0,0.2369514995053105
3,18,100.0,0.2245821288400148,100.0,0.22992884893210108
3,19,100.0,0.21767308410038294,100.0,0.22329184889366782
3,20,100.0,0.21114890108443002,100.0,0.21701123742378461
3,21,100.0,0.20498013256182068,100.0,0.21106049064103238
3,22,100.0,0.19914010159466702,100.0,0.20541552628568807
3,23,100.0,0.1936046007420519,100.0,0.20005444278252765
3,24,100.0,0.1883516272896399,100.0,0.19495728929678607
3,25,100.0,0.18336114993670982,100.0,0.1901058628394286
3,26,100.0,0.1786149029556776,100.0,0.1854835289945496
3,27,100.0,0.17409620435398346,100.0,0.18107506329280182
3,28,100.0,0.16978979502010078,100.0,0.17686651064721998
3,29,100.0,0.16568169623021659,100.0,0.17284506060838523
3,30,100.0,0.1617590832358588,100.0,0.16899893649091446
3,31,100.0,0.1580101729512637,100.0,0.16531729667854936
3,32,100.0,0.15442412401809844,100.0,0.16179014663586516
3,33,100.0,0.15099094774929836,100.0,0.1584082603454439
3,34,100.0,0.1477014286477753,100.0,0.15516311005432293
3,35,100.0,0.1445470533636136,100.0,0.15204680335617624
3,36,100.0,0.14151994709862462,100.0,0.149052026759109
3,37,100.0,0.1386128165928623,100.0,0.14617199499579486
3,38,100.0,0.13581889893659577,100.0,0.1434004054252694
3,39,100.0,0.1331319155456041,100.0,0.14073139695599343
3,40,100.0,0.13054603071951765,100.0,0.13815951298951
3,41,100.0,0.12805581427399432,100.0,0.13567966794460937
3,42,100.0,0.12565620779928324,100.0,0.1332871169746433
3,43,100.0,0.12334249415146711,100.0,0.130977428536556
3,44,100.0,0.12111026982947999,100.0,0.12874645951027364
3,45,100.0,0.11895541993182222,100.0,0.12659033260208546
3,46,100.0,0.11687409542253979,100.0,0.12450541579625701
3,47,100.0,0.11486269246720049,100.0,0.12248830364591774
3,48,100.0,0.11291783362688516,100.0,0.12053580021776757
3,49,100.0,0.11103635072212834,100.0,0.11864490352578026
3,50,100.0,0.10921526919973544,100.0,0.116812791307228
3,51,100.0,0.10745179385385674,100.0,0.11503680801032092
3,52,100.0,0.1057432957689335,100.0,0.1133144528768377
3,53,100.0,0.10408730036644356,100.0,0.11164336901555294
3,54,100.0,0.1024814764499989,100.0,0.11002133337325211
3,55,100.0,0.10092362615450383,100.0,0.10844624751984705
3,56,100.0,0.09941167571495199,100.0,0.10691612917272297
3,57,100.0,0.09794366697918357,100.0,0.10542910439309014
3,58,100.0,0.09651774959667674,100.0,0.10398340039390642
3,59,100.0,0.09513217382233545,100.0,0.10257733890497861
3,60,100.0,0.09378528388035792,100.0,0.1012093300462292
3,61,100.0,0.09247551183872126,100.0,0.09987786666491452
