Iteration,Epoch,Train_Accuracy,Train_Loss,Val_Accuracy,Val_Loss
Iterasi 1,1.0,52.38095238095239,2.581179648614094,44.44444444444444,2.0518376076107763
Iterasi 1,2.0,52.38095238095239,1.7355491708782431,44.44444444444444,1.142582408757533
Iterasi 1,3.0,52.38095238095239,0.972266383957285,44.44444444444444,0.5808968005660682
Iterasi 1,4.0,52.38095238095239,0.5210900426173248,100.0,0.4598298496825137
Iterasi 1,5.0,100.0,0.44343938323652016,100.0,0.43730459777701447
Iterasi 1,6.0,100.0,0.4208560286790022,100.0,0.4164366439866743
Iterasi 1,7.0,100.0,0.4001184342077257,100.0,0.3972393397563003
Iterasi 1,8.0,100.0,0.3810415150892463,100.0,0.37952997250929266
Iterasi 1,9.0,100.0,0.3634602265662628,100.0,0.3631631519796039
Iterasi 1,10.0,100.0,0.34722724547517425,100.0,0.34800829577323644
Iterasi 1,11.0,100.0,0.33221122406232384,100.0,0.33394925536145065
Iterasi 1,12.0,100.0,0.3182951322897553,100.0,0.3208826373679532
Iterasi 1,13.0,100.0,0.3053747078052076,100.0,0.3087163446139049
Iterasi 1,14.0,100.0,0.293357033105171,100.0,0.2973682663996333
Iterasi 1,15.0,100.0,0.2821592464097047,100.0,0.28676511243554104
Iterasi 1,16.0,100.0,0.27170738483534956,100.0,0.2768413800226157
Iterasi 1,17.0,100.0,0.26193535358215836,100.0,0.26753844267387183
Iterasi 1,18.0,100.0,0.25278401212736107,100.0,0.2588037480076213
Iterasi 1,19.0,100.0,0.2442003671399553,100.0,0.250590113046106
Iterasi 1,20.0,100.0,0.23613686149400823,100.0,0.2428551057450494
Iterasi 1,21.0,100.0,0.2285507490099186,100.0,0.2355605024764246
Iterasi 1,22.0,100.0,0.22140354514917557,100.0,0.22867181216694732
Iterasi 1,23.0,100.0,0.21466054466588874,100.0,0.22215785878158045
Iterasi 1,24.0,100.0,0.208290398070636,100.0,0.2159904147882412
Iterasi 1,25.0,100.0,0.2022647396213273,100.0,0.21014387912093596
Iterasi 1,26.0,100.0,0.19655786038095838,100.0,0.20459499396123698
Iterasi 1,27.0,100.0,0.19114642065050744,100.0,0.19932259537847638
Iterasi 1,28.0,100.0,0.18600919678576483,100.0,0.1943073935087435
Iterasi 1,29.0,100.0,0.1811268580361302,100.0,0.18953177851625094
Iterasi 1,30.0,100.0,0.17648176960253603,100.0,0.1849796490740626
Iterasi 1,31.0,100.0,0.17205781860455233,100.0,0.18063626053137535
Iterasi 1,32.0,100.0,0.1678402600786948,100.0,0.17648809030843013
Iterasi 1,33.0,100.0,0.1638155805069014,100.0,0.17252271838433292
Iterasi 1,34.0,100.0,0.15997137670203743,100.0,0.16872872102375266
Iterasi 1,35.0,100.0,0.15629624816186966,100.0,0.16509557613123851
Iterasi 1,36.0,100.0,0.1527797012495797,100.0,0.16161357883176655
Iterasi 1,37.0,100.0,0.14941206377239546,100.0,0.15827376605752225
Iterasi 1,38.0,100.0,0.14618440871468324,100.0,0.15506784907772808
Iterasi 1,39.0,100.0,0.1430884860416905,100.0,0.15198815304392452
Iterasi 1,40.0,100.0,0.140116661628452,100.0,0.14902756274044052
Iterasi 1,41.0,100.0,0.1372618624881029,100.0,0.14617947383138363
Iterasi 1,42.0,100.0,0.13451752757755372,100.0,0.14343774898352446
Iterasi 1,43.0,100.0,0.13187756354836871,100.0,0.14079667832083098
Iterasi 1,44.0,100.0,0.12933630488867479,100.0,0.13825094373273497
Iterasi 1,45.0,100.0,0.1268884779696426,100.0,0.1357955866158798
Iterasi 1,46.0,100.0,0.12452916856895072,100.0,0.13342597867929273
Iterasi 1,47.0,100.0,0.12225379249486797,100.0,0.13113779548666862
Iterasi 1,48.0,100.0,0.12005806897923003,100.0,0.12892699244762437
Iterasi 1,49.0,100.0,0.11793799654651822,100.0,0.126789783003135
Iterasi 1,50.0,100.0,0.11588983110026471,100.0,0.12472261877954183
Iterasi 1,51.0,100.0,0.11391006599774918,100.0,0.12272217151108464
Iterasi 1,52.0,100.0,0.11199541391000119,100.0,0.12078531655333569
Iterasi 1,53.0,100.0,0.11014279028696503,100.0,0.11890911782960537
Iterasi 1,54.0,100.0,0.10834929826773348,100.0,0.11709081406971955
Iterasi 1,55.0,100.0,0.10661221489339483,100.0,0.11532780621582132
Iterasi 1,56.0,100.0,0.1049289784955534,100.0,0.1136176458833105
Iterasi 1,57.0,100.0,0.10329717714727138,100.0,0.11195802477691243
Iterasi 1,58.0,100.0,0.10171453807525335,100.0,0.11034676497238029
Iterasi 1,59.0,100.0,0.10017891794277216,100.0,0.10878180998363166
Iterasi 1,60.0,100.0,0.09868829392227907,100.0,0.10726121654337288
Iterasi 1,61.0,100.0,0.09724075548501286,100.0,0.10578314703257968
Iterasi 1,62.0,100.0,0.09583449684234764,100.0,0.1043458625007139
Iterasi 1,63.0,100.0,0.09446780998021898,100.0,0.10294771622434072
Iterasi 1,64.0,100.0,0.0931390782338329,100.0,0.10158714775697347
Iterasi 1,65.0,100.0,0.09184677035509102,100.0,0.10026267742757072
Iterasi 1,66.0,100.0,0.09058943502982267,100.0,0.09897290124922206
Iterasi 1,67.0,100.0,0.08936569580607497,100.0,0.09771648620323348
Iterasi 1,68.0,100.0,0.08817424639842998,100.0,0.09649216586711101
Iterasi 1,69.0,100.0,0.08701384633664323,100.0,0.0952987363578911
Iterasi 1,70.0,100.0,0.08588331692987941,100.0,0.09413505256491081
